source;destination;local_departure_time;local_arrival_time
DOH;DWC;2016-11-08 02:30:00;2016-11-08 04:35:00
MNL;BWN;2016-09-20 21:55:00;2016-09-20 23:59:00
XIY;PVG;2016-09-14 08:10:00;2016-09-14 10:20:00
GDL;MEX;2016-06-08 14:15:00;2016-06-08 15:45:00
AUH;DEL;2017-02-12 21:40:00;2017-02-13 02:40:00
DUS;TXL;2017-01-30 17:00:00;2017-01-30 18:10:00
BZE;CUK;2016-10-31 11:40:00;2016-10-31 11:50:00
OBO;HND;2016-12-03 20:10:00;2016-12-03 21:55:00
ISG;OKA;2017-02-14 12:55:00;2017-02-14 13:50:00
PVG;NNG;2016-07-22 19:55:00;2016-07-22 23:00:00
DXB;DOH;2016-11-03 07:30:00;2016-11-03 07:40:00
HAN;SGN;2016-08-05 22:45:00;2016-08-06 00:50:00
BGI;GND;2016-10-05 20:15:00;2016-10-05 21:10:00
KGD;DME;2016-12-04 17:00:00;2016-12-04 19:55:00
HAS;JED;2016-10-26 07:35:00;2016-10-26 09:00:00
CTG;MTR;2017-03-13 15:20:00;2017-03-13 16:04:00
DXB;HYD;2016-10-24 15:10:00;2016-10-24 20:20:00
PKU;MKZ;2017-02-03 12:20:00;2017-02-03 14:25:00
PEW;AUH;2016-06-22 19:00:00;2016-06-22 21:30:00
REC;CPV;2017-05-08 13:22:00;2017-05-08 14:15:00
CTU;CAN;2016-10-25 11:15:00;2016-10-25 13:40:00
CCS;PMV;2016-05-13 18:45:00;2016-05-13 19:35:00
CCS;VIG;2016-07-01 11:00:00;2016-07-01 12:15:00
IST;EBL;2016-04-25 15:25:00;2016-04-25 17:55:00
JED;DMM;2016-03-20 23:00:00;2016-03-21 01:00:00
CGP;DAC;2016-04-16 11:10:00;2016-04-16 11:55:00
MOC;CNF;2016-03-30 20:25:00;2016-03-30 21:46:00
VCL;HAN;2016-05-10 16:25:00;2016-05-10 18:20:00
BSB;VCP;2016-06-20 07:57:00;2016-06-20 09:25:00
HAK;KMG;2016-08-22 06:25:00;2016-08-22 08:20:00
HEL;BUD;2016-07-21 20:15:00;2016-07-21 21:35:00
SUB;CGK;2016-10-06 20:00:00;2016-10-06 21:25:00
BAH;AUH;2017-02-12 04:25:00;2017-02-12 06:40:00
CNX;BKK;2017-01-18 06:40:00;2017-01-18 08:00:00
DMK;CEI;2016-09-18 07:30:00;2016-09-18 08:50:00
CJU;GMP;2016-11-03 17:45:00;2016-11-03 18:50:00
SOU;GCI;2017-02-13 17:30:00;2017-02-13 18:15:00
GDL;MEX;2016-06-08 06:01:00;2016-06-08 07:25:00
AMS;FCO;2016-05-20 17:35:00;2016-05-20 19:45:00
SHA;BAV;2016-10-28 16:45:00;2016-10-28 19:45:00
MUC;SKG;2016-10-15 06:00:00;2016-10-15 09:00:00
YVR;YEG;2017-01-26 07:45:00;2017-01-26 10:16:00
HYD;CDP;2016-09-16 10:05:00;2016-09-16 11:10:00
IXB;PBH;2016-09-04 11:10:00;2016-09-04 12:10:00
DOH;ADL;2016-06-27 21:30:00;2016-06-28 17:00:00
ABZ;LGW;2016-05-29 21:50:00;2016-05-29 23:25:00
AGA;BRU;2017-02-05 09:40:00;2017-02-05 14:50:00
CGN;DUB;2017-04-12 16:30:00;2017-04-12 17:35:00
HIJ;HKG;2017-01-10 18:35:00;2017-01-10 21:50:00
HBA;SYD;2016-11-29 16:25:00;2016-11-29 18:10:00
PNQ;COK;2016-12-20 11:15:00;2016-12-20 13:05:00
DLM;SAW;2016-09-26 19:10:00;2016-09-26 20:25:00
BRI;SOF;2015-10-19 08:00:00;2015-10-19 10:15:00
LHR;ABZ;2016-03-28 08:50:00;2016-03-28 10:20:00
KUL;ATQ;2016-04-24 09:15:00;2016-04-24 12:25:00
AMS;SAW;2017-05-11 02:10:00;2017-05-11 06:40:00
LPB;CBB;2017-08-06 13:55:00;2017-08-06 14:30:00
HRB;PVG;2016-07-31 07:15:00;2016-07-31 10:15:00
IXC;DEL;2016-12-12 08:40:00;2016-12-12 09:45:00
KBP;CDG;2016-09-11 15:15:00;2016-09-11 17:30:00
BZE;CUK;2016-10-31 13:40:00;2016-10-31 13:50:00
NJF;IST;2016-11-15 08:00:00;2016-11-15 10:20:00
AMS;FCO;2016-06-28 07:20:00;2016-06-28 09:35:00
YVR;YQQ;2016-09-21 11:00:00;2016-09-21 11:35:00
DUS;AYT;2016-09-23 06:50:00;2016-09-23 11:25:00
HYD;GOI;2016-06-11 15:15:00;2016-06-11 16:45:00
OTP;FRA;2017-03-19 08:40:00;2017-03-19 10:15:00
GVA;FCO;2016-12-19 07:00:00;2016-12-19 08:25:00
CGK;PKN;2017-01-18 15:40:00;2017-01-18 16:55:00
LHR;HEL;2016-12-31 11:15:00;2016-12-31 16:10:00
BKK;PEK;2016-08-20 23:50:00;2016-08-21 05:30:00
VIE;TLL;2016-11-02 14:25:00;2016-11-02 17:35:00
KWL;XIY;2016-09-27 08:10:00;2016-09-27 10:00:00
DUS;MUC;2016-07-07 14:50:00;2016-07-07 16:05:00
MAN;NQY;2016-05-22 13:15:00;2016-05-22 14:20:00
DMK;RGN;2015-02-11 11:35:00;2015-02-11 12:20:00
PTY;DXB;2016-03-23 22:30:00;2016-03-24 23:15:00
INC;SZX;2016-04-06 19:40:00;2016-04-07 00:05:00
FOC;CAN;2016-04-06 08:25:00;2016-04-06 09:45:00
TNA;URC;2016-04-06 11:15:00;2016-04-06 15:30:00
TAO;PVG;2016-04-06 16:55:00;2016-04-06 18:10:00
RSU;GMP;2016-04-01 16:10:00;2016-04-01 17:05:00
KUV;CJU;2016-04-13 13:25:00;2016-04-13 14:15:00
WAW;WRO;2016-06-14 10:45:00;2016-06-14 11:40:00
PEK;DQA;2016-05-11 07:25:00;2016-05-11 09:25:00
IST;RTM;2016-07-01 19:35:00;2016-07-01 22:10:00
AMD;HYD;2017-04-14 12:40:00;2017-04-14 14:30:00
MAA;BOM;2016-04-24 06:20:00;2016-04-24 10:05:00
UNN;DMK;2016-11-03 19:00:00;2016-11-03 20:35:00
KWI;IST;2016-10-28 14:10:00;2016-10-28 18:05:00
OTP;FRA;2017-03-19 16:00:00;2017-03-19 17:35:00
MEX;MID;2016-06-12 06:01:00;2016-06-12 07:57:00
DIR;ADD;2016-10-06 13:15:00;2016-10-06 14:15:00
TUN;CDG;2016-08-02 07:30:00;2016-08-02 10:47:00
SUB;UPG;2016-10-13 17:50:00;2016-10-13 20:20:00
OUD;CMN;2016-07-04 22:20:00;2016-07-04 23:30:00
SOU;GCI;2017-02-13 20:00:00;2017-02-13 20:45:00
BKK;HKT;2016-07-05 19:10:00;2016-07-05 20:35:00
PMI;MAD;2017-06-01 06:25:00;2017-06-01 08:00:00
NTE;CDG;2016-12-14 18:35:00;2016-12-14 19:40:00
DXB;DOH;2016-11-03 11:30:00;2016-11-03 11:40:00
TLC;GDL;2016-07-18 06:40:00;2016-07-18 07:47:00
MJZ;OVB;2016-12-08 11:00:00;2016-12-08 10:50:00
AMS;PEK;2016-07-01 14:50:00;2016-07-02 06:15:00
ABV;NDJ;2016-05-12 18:10:00;2016-05-12 20:05:00
MAD;MXP;2016-09-15 15:45:00;2016-09-15 17:55:00
GOH;JSU;2017-04-17 07:25:00;2017-04-17 08:00:00
BSB;POA;2017-07-03 20:55:00;2017-07-03 23:55:00
BKK;SYD;2016-11-24 18:15:00;2016-11-25 07:40:00
LGW;TRN;2016-06-20 07:20:00;2016-06-20 10:10:00
RVH;CEE;2016-06-13 22:20:00;2016-06-13 23:10:00
SXR;BOM;2016-03-20 14:15:00;2016-03-20 19:15:00
GIG;LHR;2016-03-28 21:55:00;2016-03-29 13:10:00
DOH;CDG;2016-04-03 08:25:00;2016-04-03 14:10:00
SCL;EZE;2016-12-31 23:59:00;2017-01-01 02:10:00
SLZ;REC;2016-04-16 03:55:00;2016-04-16 05:58:00
TYN;HGH;2016-06-08 19:05:00;2016-06-08 21:05:00
XIY;SYX;2016-03-26 16:20:00;2016-03-26 19:35:00
SSA;SDU;2016-05-23 04:36:00;2016-05-23 06:36:00
FRA;AYT;2016-06-26 14:20:00;2016-06-26 18:45:00
DMM;RUH;2016-12-15 06:35:00;2016-12-15 07:50:00
CDG;TLS;2016-06-23 18:40:00;2016-06-23 20:00:00
EXT;JER;2016-09-06 07:10:00;2016-09-06 08:35:00
WNZ;PEK;2016-12-12 08:30:00;2016-12-12 11:10:00
VCP;UDI;2016-05-18 20:55:00;2016-05-18 22:10:00
LIS;MAD;2016-08-14 16:10:00;2016-08-14 18:25:00
SIS;JNB;2017-03-02 16:30:00;2017-03-02 17:45:00
GRU;AJU;2016-09-23 12:10:00;2016-09-23 14:47:00
TFS;HAM;2016-12-11 14:10:00;2016-12-11 20:10:00
MHD;DXB;2016-06-06 03:25:00;2016-06-06 05:25:00
SGN;KUL;2017-01-14 09:25:00;2017-01-14 12:15:00
LIS;MAD;2016-08-14 21:30:00;2016-08-14 23:45:00
CWB;CAC;2016-10-18 21:10:00;2016-10-18 22:43:00
MQN;BOO;2016-10-06 11:08:00;2016-10-06 11:38:00
NBO;JED;2017-01-07 13:10:00;2017-01-07 17:10:00
CAN;KWE;2016-06-07 19:05:00;2016-06-07 20:55:00
GIG;REC;2016-05-10 22:10:00;2016-05-11 01:10:00
SGN;HAN;2016-05-12 14:25:00;2016-05-12 16:30:00
DMK;HDY;2016-05-11 20:40:00;2016-05-11 21:50:00
BFS;LPL;2016-03-09 10:35:00;2016-03-09 11:20:00
CPT;JNB;2016-03-26 07:00:00;2016-03-26 09:00:00
URC;NKG;2016-04-06 11:55:00;2016-04-06 16:20:00
CDG;LBA;2016-04-22 16:45:00;2016-04-22 17:15:00
TXL;GRZ;2016-04-24 17:15:00;2016-04-24 18:45:00
GDL;TIJ;2016-04-09 13:40:00;2016-04-09 14:30:00
BJV;AMS;2016-09-01 19:55:00;2016-09-01 23:05:00
SPU;BRS;2016-06-30 11:05:00;2016-06-30 12:45:00
DXB;MED;2016-03-23 17:00:00;2016-03-23 19:00:00
SCL;EZE;2016-12-31 16:40:00;2016-12-31 18:50:00
SHJ;ELQ;2017-02-13 16:00:00;2017-02-13 17:15:00
BLR;TIR;2016-07-21 16:50:00;2016-07-21 20:00:00
YTZ;YQB;2016-12-23 18:25:00;2016-12-23 19:55:00
TRV;BLR;2016-07-15 06:10:00;2016-07-15 07:15:00
SUB;UPG;2016-10-13 22:25:00;2016-10-14 00:55:00
BCN;CGN;2017-05-07 20:15:00;2017-05-07 22:30:00
TRV;MAA;2016-10-31 13:15:00;2016-10-31 14:40:00
GRU;POA;2016-11-18 14:50:00;2016-11-18 16:31:00
SCL;PMC;2016-11-04 13:55:00;2016-11-04 15:45:00
DOH;DWC;2016-11-08 06:30:00;2016-11-08 08:35:00
KUL;CKG;2017-04-11 20:20:00;2017-04-12 00:45:00
EZE;GIG;2017-02-28 07:55:00;2017-02-28 11:05:00
DME;FRA;2017-01-17 09:05:00;2017-01-17 10:45:00
YYZ;YUL;2016-11-10 12:00:00;2016-11-10 13:12:00
GDL;MEX;2016-06-08 06:36:00;2016-06-08 08:00:00
SGN;HUI;2017-05-09 05:55:00;2017-05-09 07:20:00
JOG;PLM;2016-07-13 09:10:00;2016-07-13 10:45:00
PMI;VCE;2016-08-03 23:15:00;2016-08-04 01:15:00
NAP;IST;2016-12-31 19:00:00;2016-12-31 22:20:00
GOH;UAK;2016-12-03 08:00:00;2016-12-03 09:15:00
CGB;CNF;2016-05-17 16:04:00;2016-05-17 19:15:00
GAY;DEL;2016-09-27 15:50:00;2016-09-27 18:30:00
GDN;STN;2015-10-21 22:25:00;2015-10-21 23:40:00
REG;TRN;2016-04-05 14:40:00;2016-04-05 16:35:00
ECN;ADB;2016-03-09 10:55:00;2016-03-09 12:20:00
TYN;TAO;2016-05-30 18:15:00;2016-05-30 19:50:00
PVG;INC;2016-08-13 08:20:00;2016-08-13 11:30:00
FOC;CAN;2016-04-06 10:00:00;2016-04-06 11:30:00
KIS;NBO;2016-10-14 14:50:00;2016-10-14 15:40:00
ATH;HBE;2016-06-18 23:25:00;2016-06-19 01:30:00
AMS;BHX;2016-07-01 19:15:00;2016-07-01 19:40:00
PVG;SZX;2016-07-02 07:25:00;2016-07-02 10:00:00
TAC;MNL;2016-12-25 06:15:00;2016-12-25 07:35:00
DUB;LGW;2016-07-16 16:25:00;2016-07-16 17:25:00
GRU;CGR;2016-10-25 13:30:00;2016-10-25 14:22:00
SCL;PMC;2016-11-04 13:15:00;2016-11-04 15:05:00
YRL;YXL;2016-06-10 07:05:00;2016-06-10 07:30:00
TGI;LIM;2016-11-07 16:10:00;2016-11-07 17:25:00
URC;CKG;2016-09-17 08:45:00;2016-09-17 12:30:00
DPS;KUL;2016-05-09 19:10:00;2016-05-09 22:15:00
DXB;BKK;2016-09-25 20:55:00;2016-09-26 06:40:00
LPB;CBB;2017-08-06 14:25:00;2017-08-06 15:00:00
YEG;YWG;2016-11-02 15:00:00;2016-11-02 19:10:00
WTB;SYD;2016-06-27 06:15:00;2016-06-27 07:55:00
KMG;JHG;2016-07-16 08:25:00;2016-07-16 09:20:00
BKK;GAU;2016-12-02 09:30:00;2016-12-02 10:45:00
VIE;SBZ;2017-06-14 12:55:00;2017-06-14 15:20:00
BRU;VCE;2016-06-08 09:45:00;2016-06-08 11:20:00
PAS;ATH;2016-12-21 08:30:00;2016-12-21 09:10:00
WUH;DLC;2017-03-23 21:25:00;2017-03-23 23:40:00
PNH;SGN;2016-05-13 07:10:00;2016-05-13 08:05:00
NBO;DAR;2017-02-05 00:00:00;2017-02-05 02:00:00
SGN;HAN;2016-05-12 18:05:00;2016-05-12 20:10:00
YTZ;YHZ;2016-05-26 15:45:00;2016-05-26 20:05:00
YRL;YXL;2016-06-10 13:05:00;2016-06-10 13:35:00
NVT;GRU;2016-05-10 18:40:00;2016-05-10 19:45:00
OKA;NGO;2015-10-26 20:40:00;2015-10-26 22:35:00
KTM;DEL;2016-04-02 16:45:00;2016-04-02 18:15:00
SSA;SLZ;2016-03-22 15:17:00;2016-03-22 19:57:00
CBG;GOT;2016-03-29 07:00:00;2016-03-29 10:00:00
LHR;HAJ;2016-03-31 18:20:00;2016-03-31 20:45:00
DAD;HAN;2016-04-24 21:20:00;2016-04-24 22:40:00
LBA;LHR;2016-11-08 19:40:00;2016-11-08 20:45:00
KNO;CGK;2016-06-12 19:10:00;2016-06-12 21:40:00
DLC;TNA;2016-06-14 15:50:00;2016-06-14 17:00:00
MAD;SVQ;2016-05-12 22:00:00;2016-05-12 23:05:00
YRL;YXL;2016-06-10 19:15:00;2016-06-10 19:45:00
PLW;TLI;2017-02-07 12:30:00;2017-02-07 13:10:00
HEL;TXL;2016-11-04 08:10:00;2016-11-04 09:05:00
BRU;NCL;2017-01-04 21:00:00;2017-01-04 21:25:00
ORY;TLS;2016-10-10 07:00:00;2016-10-10 08:10:00
ATH;JIK;2017-01-29 12:00:00;2017-01-29 12:55:00
ESB;AMM;2016-10-13 14:15:00;2016-10-13 16:05:00
YWG;YYZ;2016-11-02 19:45:00;2016-11-02 23:10:00
MEX;YVR;2017-04-20 06:00:00;2017-04-20 09:45:00
SGN;HAN;2016-05-12 21:35:00;2016-05-12 23:40:00
CPH;VIE;2016-12-09 07:15:00;2016-12-09 09:05:00
FCO;VIE;2016-05-25 14:35:00;2016-05-25 16:00:00
GAN;MLE;2016-10-24 15:55:00;2016-10-24 17:30:00
ORY;NCE;2016-11-03 16:00:00;2016-11-03 17:25:00
BDO;SRG;2016-10-06 12:05:00;2016-10-06 13:10:00
SUB;CGK;2016-05-09 20:00:00;2016-05-09 21:25:00
YWG;YYZ;2016-09-30 10:45:00;2016-09-30 14:07:00
SZX;PEK;2016-10-14 12:15:00;2016-10-14 15:30:00
DUS;TXL;2017-01-30 18:05:00;2017-01-30 19:15:00
WLG;AKL;2016-12-08 07:00:00;2016-12-08 08:05:00
AMS;PRG;2016-10-18 06:45:00;2016-10-18 08:15:00
GIG;NAT;2016-06-27 14:07:00;2016-06-27 17:10:00
SGN;HAN;2016-05-12 23:25:00;2016-05-13 01:30:00
URC;CKG;2016-09-17 17:15:00;2016-09-17 20:55:00
LDS;PEK;2016-04-06 13:40:00;2016-04-06 17:25:00
TNA;URC;2016-04-06 16:35:00;2016-04-06 22:40:00
HKT;CKG;2016-03-15 14:05:00;2016-03-15 19:15:00
DEL;LKO;2016-05-13 21:30:00;2016-05-13 22:40:00
IBZ;NUE;2016-06-25 08:05:00;2016-06-25 10:20:00
CDG;TLS;2016-11-07 21:00:00;2016-11-07 22:20:00
KCH;MZV;2016-10-03 11:20:00;2016-10-03 12:55:00
YVR;YEG;2017-01-26 10:10:00;2017-01-26 12:38:00
RUH;DXB;2016-07-14 19:00:00;2016-07-14 21:50:00
OKA;HND;2017-01-05 18:40:00;2017-01-05 20:50:00
TRK;BEJ;2016-12-26 14:15:00;2016-12-26 14:40:00
LIS;AMS;2016-07-28 20:55:00;2016-07-29 00:50:00
DUB;PRG;2016-07-15 14:10:00;2016-07-15 17:40:00
PEK;YIW;2016-08-12 22:15:00;2016-08-13 00:30:00
AUH;JED;2016-09-25 08:10:00;2016-09-25 10:00:00
SXB;TLS;2016-09-28 14:45:00;2016-09-28 16:25:00
VCP;MII;2016-12-22 16:05:00;2016-12-22 17:15:00
CEE;RVH;2016-08-01 07:30:00;2016-08-02 00:50:00
CJU;GMP;2016-11-03 13:00:00;2016-11-03 14:05:00
NSK;DME;2016-05-28 08:30:00;2016-05-28 08:55:00
CGB;VCP;2016-07-07 13:30:00;2016-07-07 16:35:00
SAW;SXZ;2016-10-25 17:15:00;2016-10-26 09:50:00
GDL;MEX;2016-11-26 08:58:00;2016-11-26 10:25:00
AUH;FCO;2017-03-16 09:10:00;2017-03-16 13:00:00
HND;AOJ;2016-07-27 16:55:00;2016-07-27 18:10:00
CDG;FCO;2017-03-02 13:10:00;2017-03-02 15:15:00
NAP;IST;2016-12-31 11:30:00;2016-12-31 14:45:00
HAN;SGN;2017-01-20 15:40:00;2017-01-20 17:50:00
IST;ODS;2016-07-29 08:05:00;2016-07-29 09:30:00
FRA;HAM;2016-07-31 17:00:00;2016-07-31 18:05:00
GNS;PDG;2016-10-16 11:30:00;2016-10-16 12:40:00
HEL;TXL;2016-11-04 17:00:00;2016-11-04 18:00:00
YLW;YVR;2016-11-28 11:40:00;2016-11-28 12:40:00
TRN;PMO;2016-06-02 21:55:00;2016-06-02 23:35:00
POA;IGU;2016-03-10 09:52:00;2016-03-10 12:46:00
NAT;GIG;2016-03-18 17:13:00;2016-03-18 20:39:00
VCP;CWB;2016-05-23 10:37:00;2016-05-23 11:41:00
STR;LHR;2016-03-30 19:15:00;2016-03-30 19:55:00
FOC;CAN;2016-04-06 18:40:00;2016-04-06 20:05:00
CEB;KIX;2016-05-13 09:15:00;2016-05-13 14:25:00
AQJ;IST;2016-07-10 02:00:00;2016-07-10 04:35:00
BGW;IST;2016-08-08 04:45:00;2016-08-08 07:55:00
NUE;VIE;2016-06-28 06:30:00;2016-06-28 07:40:00
BOM;JAI;2016-09-01 09:25:00;2016-09-01 11:40:00
LPB;CBB;2017-08-06 16:25:00;2017-08-06 17:00:00
UIH;SGN;2016-06-12 08:55:00;2016-06-12 10:05:00
TBS;SAW;2017-07-20 05:15:00;2017-07-20 06:35:00
DME;AER;2016-06-22 12:55:00;2016-06-22 15:15:00
OTP;IST;2016-06-18 08:35:00;2016-06-18 09:50:00
AMD;BOM;2017-01-20 09:45:00;2017-01-20 11:00:00
CGH;CWB;2016-11-16 07:30:00;2016-11-16 08:35:00
BAH;AUH;2017-02-12 17:00:00;2017-02-12 19:15:00
AMS;NRT;2016-12-30 14:30:00;2016-12-31 09:45:00
ORY;TNG;2017-04-14 15:25:00;2017-04-14 17:00:00
ZQN;SYD;2016-12-24 12:10:00;2016-12-24 13:35:00
BOM;AMD;2016-07-27 16:50:00;2016-07-27 18:00:00
DMM;DOH;2016-12-02 23:45:00;2016-12-03 00:45:00
DUS;TXL;2017-01-30 18:55:00;2017-01-30 20:05:00
MEX;GDL;2016-06-01 12:05:00;2016-06-01 13:23:00
YWG;LGW;2016-08-13 20:40:00;2016-08-14 10:48:00
KHI;BHV;2016-06-30 16:25:00;2016-06-30 18:25:00
TLL;IST;2016-12-04 14:00:00;2016-12-04 17:25:00
GDL;MEX;2016-06-08 08:05:00;2016-06-08 09:29:00
LHR;AMM;2016-03-28 14:40:00;2016-03-28 20:50:00
RAO;GRU;2016-03-08 06:00:00;2016-03-08 07:20:00
DJE;CDG;2017-01-15 16:00:00;2017-01-16 05:43:00
CJU;GMP;2016-11-03 10:20:00;2016-11-03 11:25:00
CCU;MAA;2016-09-01 06:25:00;2016-09-01 08:40:00
LHR;GVA;2016-11-30 14:25:00;2016-11-30 17:05:00
CAI;IST;2016-05-09 08:35:00;2016-05-09 11:55:00
GRU;AEP;2016-11-05 06:45:00;2016-11-05 08:40:00
SZX;NNG;2016-06-12 22:20:00;2016-06-12 23:30:00
MAN;ABZ;2017-01-04 10:15:00;2017-01-04 11:35:00
CSX;SHA;2016-10-28 10:00:00;2016-10-28 11:45:00
BRS;MXP;2016-06-17 16:00:00;2016-06-17 19:00:00
HAN;SGN;2017-01-20 16:10:00;2017-01-20 18:20:00
DME;SIP;2016-06-29 11:40:00;2016-06-29 14:00:00
LPB;CBB;2017-08-06 18:55:00;2017-08-06 19:30:00
AMM;BEY;2017-06-24 10:15:00;2017-06-24 11:25:00
MTR;EOH;2016-06-28 08:05:00;2016-06-28 09:05:00
CGK;DPS;2016-10-02 14:15:00;2016-10-02 17:20:00
NUE;VIE;2016-06-28 09:50:00;2016-06-28 11:00:00
CMN;CAI;2016-07-11 22:50:00;2016-07-12 05:45:00
CPH;KEF;2016-11-08 20:10:00;2016-11-08 22:20:00
DEL;ICN;2016-11-20 02:20:00;2016-11-20 12:40:00
PKN;PNK;2016-07-10 13:30:00;2016-07-10 15:30:00
SZX;NNG;2016-06-12 10:20:00;2016-06-12 11:30:00
MCT;DOH;2016-05-22 23:20:00;2016-05-22 23:59:00
JAI;MCT;2017-01-07 15:30:00;2017-01-07 17:05:00
LED;FRA;2016-11-10 06:15:00;2016-11-10 07:30:00
FOC;NKG;2016-08-26 21:50:00;2016-08-26 23:10:00
CPH;STR;2016-11-02 08:05:00;2016-11-02 09:35:00
AMS;GVA;2015-11-06 17:40:00;2015-11-06 19:10:00
VCP;MII;2016-05-23 20:53:00;2016-05-23 22:10:00
GLA;STN;2016-03-30 07:50:00;2016-03-30 09:15:00
CPT;DUR;2016-04-01 17:30:00;2016-04-01 19:35:00
SLZ;REC;2016-04-16 05:50:00;2016-04-16 08:45:00
LKO;PNQ;2016-04-24 06:40:00;2016-04-24 10:35:00
ADD;BJR;2016-06-03 20:25:00;2016-06-03 21:25:00
RNS;CDG;2016-04-24 14:10:00;2016-04-24 15:05:00
TUN;FRA;2016-11-02 13:15:00;2016-11-02 15:45:00
GYN;CGH;2016-05-23 12:20:00;2016-05-23 13:50:00
BDJ;PNK;2016-06-29 12:40:00;2016-06-29 15:30:00
TRV;SHJ;2016-05-30 18:10:00;2016-05-30 20:55:00
PVG;SHE;2016-06-16 09:15:00;2016-06-16 11:45:00
AYT;BRU;2016-06-24 13:00:00;2016-06-24 16:25:00
DQA;PEK;2016-04-14 22:00:00;2016-04-15 00:10:00
AMM;BEY;2017-06-24 18:50:00;2017-06-24 20:00:00
YEG;YLW;2016-12-21 08:10:00;2016-12-21 08:36:00
ORY;MRS;2016-11-12 16:40:00;2016-11-12 17:55:00
PLM;SUB;2016-11-15 18:50:00;2016-11-15 20:45:00
GIB;MAN;2016-05-09 20:55:00;2016-05-09 23:00:00
PRG;STN;2016-09-18 21:55:00;2016-09-18 22:55:00
DEL;BLR;2016-08-03 12:30:00;2016-08-03 15:10:00
BXU;CEB;2016-10-15 10:05:00;2016-10-15 10:50:00
CAN;HRB;2016-11-24 18:25:00;2016-11-24 22:50:00
DUR;HLA;2016-11-20 15:20:00;2016-11-20 16:25:00
MRS;ORY;2016-11-27 20:00:00;2016-11-27 21:20:00
GDL;MEX;2016-06-08 09:04:00;2016-06-08 10:30:00
UIB;BOG;2016-10-27 17:20:00;2016-10-27 18:25:00
YQR;YYC;2016-07-07 19:30:00;2016-07-07 21:09:00
CGH;CWB;2016-11-16 11:40:00;2016-11-16 12:43:00
YVR;YYC;2016-05-25 10:40:00;2016-05-25 13:06:00
BES;TLS;2016-09-19 08:55:00;2016-09-19 10:30:00
CGK;SOC;2016-05-09 15:10:00;2016-05-09 16:20:00
CGN;SXF;2016-04-27 06:35:00;2016-04-27 08:00:00
SSA;CNF;2016-06-24 05:47:00;2016-06-24 07:25:00
DEL;VNS;2017-03-06 10:25:00;2017-03-06 11:50:00
LHR;GRU;2016-03-29 22:10:00;2016-03-30 06:05:00
VCE;LGW;2016-04-06 11:20:00;2016-04-06 12:30:00
FOR;CZS;2016-04-24 06:07:00;2016-04-24 13:35:00
MEX;TRC;2016-04-24 21:35:00;2016-04-24 23:22:00
VVI;EZE;2016-03-23 10:40:00;2016-03-23 13:30:00
PMI;MUC;2016-04-15 08:50:00;2016-04-15 11:00:00
YLW;YVR;2016-05-24 13:00:00;2016-05-24 13:55:00
GDL;MEX;2016-06-08 09:59:00;2016-06-08 11:25:00
SXR;IXJ;2016-09-18 13:35:00;2016-09-18 14:25:00
CGN;SXF;2016-04-27 10:15:00;2016-04-27 11:40:00
URC;AKU;2016-10-23 13:25:00;2016-10-23 14:45:00
ARN;SDL;2017-03-16 12:20:00;2017-03-16 13:10:00
DOH;DWC;2016-11-08 19:25:00;2016-11-08 21:30:00
TFN;BCN;2016-05-20 15:15:00;2016-05-20 19:25:00
CGH;CWB;2016-11-16 16:40:00;2016-11-16 17:43:00
CCU;PAT;2017-01-31 09:30:00;2017-01-31 10:35:00
YYZ;YEG;2017-01-03 08:05:00;2017-01-03 10:24:00
URC;AKU;2016-10-23 09:25:00;2016-10-23 10:45:00
UPG;SUB;2016-11-22 13:15:00;2016-11-22 13:35:00
DAD;PUS;2016-11-28 01:25:00;2016-11-28 07:25:00
MEX;CUU;2016-11-24 12:15:00;2016-11-24 13:39:00
SGN;VCL;2016-12-23 07:25:00;2016-12-23 08:40:00
RAK;BLQ;2017-01-02 14:00:00;2017-01-02 18:20:00
NSI;LFW;2016-07-30 08:10:00;2016-07-30 11:15:00
SHA;URC;2016-06-07 16:10:00;2016-06-07 21:35:00
YYZ;YEG;2017-01-03 10:40:00;2017-01-03 12:59:00
ICN;DLC;2016-08-31 11:20:00;2016-08-31 11:40:00
MCP;BSB;2016-06-02 05:08:00;2016-06-02 08:00:00
LGW;BRU;2016-03-31 06:40:00;2016-03-31 08:50:00
COR;ROS;2016-08-19 13:40:00;2016-08-19 14:35:00
CUL;MTY;2016-04-16 19:50:00;2016-04-16 22:10:00
KGL;NBO;2016-05-10 09:00:00;2016-05-10 13:05:00
CJU;KWJ;2016-03-31 14:25:00;2016-03-31 15:10:00
YLW;YVR;2016-05-24 14:00:00;2016-05-24 14:49:00
IXU;BOM;2016-05-30 20:40:00;2016-05-30 21:40:00
TMT;STM;2016-04-16 09:35:00;2016-04-16 10:17:00
ICN;YNJ;2016-09-01 09:30:00;2016-09-01 10:55:00
ITM;FUK;2016-06-02 07:35:00;2016-06-02 08:50:00
CDG;DUB;2016-07-08 17:05:00;2016-07-28 09:10:00
DEL;IXB;2017-01-29 12:00:00;2017-01-29 13:55:00
EXT;AGP;2017-03-16 07:00:00;2017-03-16 10:35:00
MAD;CUN;2016-11-13 15:10:00;2016-11-13 18:45:00
DEL;BOM;2016-12-04 07:00:00;2016-12-04 09:05:00
ORY;MRS;2016-11-12 18:00:00;2016-11-12 19:15:00
